name,age,is_alive,score
MSklQkC,65,True,47.2
,46,False,85.98
qvQyKxv,58,True,20.22
daadEdc,14,False,42.96
fNKFTJg,,True,82.66
JNhbBfE,91,True,31.21
jwkTcSH,20,False,31.31
,25,True,
FAKtBhl,97,False,47.07
fGcwxNw,66,False,
qTVxgFu,58,False,75.77
wGEvrqS,42,True,81.87
dTXbctf,76,,20.8
RULlVdo,74,True,
TRnhcIq,91,True,77.74
RDHDWpE,53,False,23.85
ToReLji,61,False,9.4
CdDujnk,55,False,
NIBOwPe,15,False,47.37
ElBwNKx,62,False,29.42
vIERYSc,21,True,82.24
GhUHDAv,24,True,92.16
yAfwcbr,91,True,31.6
gelqQWP,78,True,75.35
LIFDmlK,27,True,
UHjILQh,32,True,65.41
mVvBABb,94,True,8.56
YpoBilL,36,False,5.21
AzRMpnq,50,True,81.58
KtXtnTm,83,False,63.83
sRgIsAh,42,True,44.26
GnUgTdq,87,True,93.18
vSAQPKq,37,False,63.44
mrZzXxh,40,False,19.43
buhCLfP,83,False,9.55
EauuYWe,29,True,58.95
txJuLlC,91,True,95.31
UeAkLWu,27,True,62.1
MbyYmKe,14,True,63.43
ZdHBSsl,84,False,
aRkfkCB,10,True,9.42
qSIQSHB,5,True,54.21
gyqHEQp,87,True,42.17
WAeEjWb,98,True,55.67
WNwxNAH,35,,73.86
gomiOtp,58,False,15.25
oKxPiJW,6,False,49.5
xuGlbRI,81,True,92.72
OozOXWI,79,False,34.28
TcZzNmm,37,False,5.02
gYsaubc,,True,76.96
,29,False,5.75
,6,False,37.11
,81,False,18.83
vBQBDHw,35,True,18.47
MSMgenf,99,False,7.42
FzApLtU,91,False,59.59
mfDlWaI,17,True,82.9
LiOTlxJ,62,True,
NaAGyND,27,True,46.49
zLqalxZ,35,True,93.97
umehLnP,97,,56.89
tJvKyCc,14,False,13.37
BCZKxda,41,False,6.52
IOqgflC,100,False,98.51
UfhTKNx,95,False,92.76
SQPATps,33,False,87.69
uFfzCcV,48,True,9.63
YZmYDVT,66,True,17.8
LnBbnVa,9,True,81.57
zPAOVgk,78,False,
yPpViLY,81,True,31.58
,47,True,4.51
FOEUuvn,,True,67.31
ZZjXFGA,40,True,49.11
oMkVYDN,51,False,64.73
JStxUpd,36,False,68.33
YjklMWH,,False,33.66
XhTHFHl,85,True,8.69
qTWbXWW,75,False,27.25
KoeUhPv,,True,83.14
evcqdUf,71,True,36.03
oWhnrzl,91,True,39.59
zouDJUy,54,False,5.12
,45,True,74.59
JBKbBMR,15,False,34.63
gEvEuZg,9,True,14.41
KcwXJOb,,False,41.87
juRNJRM,96,False,30.32
gthwZvl,,True,19.68
LyYGoIW,16,False,5.71
iyHaHWC,54,False,23.99
LlrxfLv,37,False,66.78
ublJtKr,73,False,86.51
ZVfqbNR,,False,25.17
BLTwpIZ,,False,10.11
fkkounU,25,False,29.72
OBlnbUf,71,False,47.5
naTWwIU,72,False,4.73
jesXOJT,47,True,
lvKeNms,62,True,39.9
egdtKab,54,True,19.55
,42,True,44.47
akwbWkL,56,True,58.63
pFnfllz,95,True,73.41
KTzkMLz,93,True,81.87
wJdXVjc,73,False,5.09
FSjxUju,27,True,57.64
GpTOjDd,44,False,72.74
PkibTxA,26,True,21.08
MgwUstn,55,True,81.46
tXccznG,58,False,51.02
oQObIRV,43,False,94.44
NRfuLhc,11,False,97.22
GXHcafO,50,False,64.82
,1,False,75.62
XptjqQw,,True,97.12
wEXWrcW,95,False,
IUEGCcD,25,True,11.04
WbTnrPI,72,True,78.29
DbaIxDC,32,False,59.96
AUVZuFX,52,True,80.28
LbIZSPT,94,False,1.56
,56,True,54.57
VdpSENE,59,True,27.3
jEDunLK,56,True,3.66
SOxSOlo,81,False,23.12
nitbJQN,9,True,90.34
pImbcFk,14,False,79.49
LSOqFLM,34,True,43.95
jWZGxOD,86,False,10.17
MVTSbRF,84,True,96.22
uTahoTR,96,False,49.73
VgejUDJ,,False,39.88
mJvwSfV,,True,15.87
hvkTAqG,4,False,17.59
plUPXMT,,True,89.46
OHmPKPr,98,,39.44
BikfgwM,,True,81.65
ZFEjPQg,29,False,64.16
zKHbPeK,8,True,57.91
AXisjex,72,,68.04
KbuocFf,30,True,29.39
hYgLBOb,42,True,12.22
NfZOMzr,77,False,47.75
,87,True,71.06
fwYAqKI,88,False,38.48
QIGuMlG,,True,94.4
DFlmdWM,56,True,37.98
qQThznE,71,False,46.19
MbudEPt,1,False,14.5
BUTpbyx,57,True,25.56
lBMJITF,5,True,96.27
WYIBrow,34,True,67.84
dWjXFXX,98,False,45.73
olOzBkJ,42,False,95.9
HWDdcjv,97,True,70.78
kkfWvky,80,True,72.9
PPwruYN,4,False,47.06
imjBlGT,65,True,12.54
dFWDfxL,53,False,77.41
SVMwgrf,72,False,48.12
gnapobi,,False,34.63
TJbRtAG,71,False,38.56
usHTlMn,61,,11.4
MyilJiO,67,True,39.0
WicFEke,91,True,5.61
VQogVZo,69,True,71.2
jUTnczL,58,True,47.65
QNUXqVE,,True,97.89
cDwjlXp,51,True,12.16
CFzcSxY,47,False,6.0
kdxKGCz,26,True,49.9
aItKniK,50,True,88.47
GghmUOO,24,False,43.8
ytcVZgK,35,False,7.6
myLbIlS,61,True,83.72
ZOAzrcT,83,False,53.79
ZPYWfGg,41,False,33.62
jnRlBsS,,True,37.5
xivKzEg,78,True,80.89
eGSeehA,84,,52.43
,60,True,42.65
kverFtG,81,True,54.53
,70,True,1.67
,50,True,70.73
hUgZPQx,38,False,44.07
,9,True,95.25
CRWfEHP,65,True,90.23
ixbzfBg,86,False,3.91
,64,True,11.38
CUCEQMj,31,True,
PALBiVG,5,True,
QSRwDEx,67,True,72.66
TGUfPDh,5,True,25.16
vIiJzNt,53,True,82.44
KiPCuhQ,71,True,6.16
vweoBRQ,33,False,87.06
JlhiDPK,95,False,74.93
DTxRpLc,41,False,82.63
OflNHqg,,False,51.2
jyqnuds,26,False,54.16
,25,True,27.61
rBudqWC,79,True,84.89
CGuZJGJ,3,False,22.51
,73,False,43.86
EWBFbgl,23,False,8.43
lNifAVL,7,True,80.5
uAlYAbB,78,True,19.62
qmRcKAR,2,True,26.4
hYrHjzj,63,True,79.46
,74,False,48.89
EgOpADn,2,False,34.94
liLHEoj,56,True,45.52
,43,False,69.04
nljYliz,73,True,58.42
,20,False,54.69
yykXihX,81,False,69.34
uItajVP,79,True,17.41
WVWQGBE,96,False,77.91
dphmiYb,88,False,96.11
KzEjlLM,96,True,91.44
CUYpJHO,98,True,19.85
iVslpvb,17,True,17.32
asVaMWq,67,True,72.92
ZzmKCOR,76,False,75.12
ZMuDmmk,24,True,5.37
OLwPXUK,65,False,17.45
mFVwGvp,,True,38.67
tNraHah,61,False,91.26
ZCxOoWw,32,False,26.76
VvhbEnf,,,47.76
qIYpwRt,38,True,74.71
YbYNuPS,29,True,92.26
gQWtSCj,2,True,3.22
PeYAGKm,45,True,
uIkwPgG,73,True,32.55
ZlOVefk,45,False,31.59
ARXnxRO,97,True,70.75
wKbHbBq,64,False,51.97
nEXwshX,69,False,6.89
VgJSuNf,67,False,92.87
wVZVIIf,44,False,46.97
qLHXDca,20,False,4.93
DITQEvw,33,True,55.35
ztzFJZI,,,82.62
nmLwGWf,95,True,6.6
pFVwSbb,69,False,37.46
baHZcld,3,,82.23
BudgCeb,37,True,97.66
YmJaKvq,87,False,60.06
tnCooAm,95,True,50.68
kioLeiO,20,False,40.21
fSkgpxR,27,False,90.18
LVBCcJk,56,False,54.05
vbEhUma,69,False,66.11
uxuvpvB,93,False,48.0
JLwcdiO,7,False,27.89
,6,False,81.04
CJElVNs,7,True,37.55
nnuZYto,94,False,18.15
ZyHabJG,13,False,3.6
HloDrnt,95,False,13.98
JLZAsLp,1,False,16.33
jLoroXh,100,False,76.06
wmGCpFz,54,True,80.18
CytEdxO,42,False,38.93
mWYfiXL,67,True,86.77
APaEGsU,4,True,59.85
TjnjbKb,82,False,76.41
SeFbVsb,95,True,63.17
aiQbCtW,64,False,70.42
ltngLYz,63,True,29.86
hKWreDg,98,False,70.82
tbNmpKB,19,True,25.72
pMEeBVG,32,True,36.18
NYAimyq,86,True,34.11
AVGaawy,81,True,10.23
eZgitXM,30,True,92.11
GFpFuuY,54,False,51.96
GXgRjfo,64,False,22.83
MRXXgTK,43,True,52.89
BicOvwc,41,False,72.3
gaDGskO,82,False,92.01
AEqWrBi,54,False,75.07
xoFBuLI,72,True,26.51
SRcGiLw,59,True,67.52
hbPEAIr,85,False,51.28
ITXiUjc,56,False,
fcXkJlI,5,True,77.48
CTNXzLl,36,False,50.95
aFkMpWl,5,False,4.03
KrgBHYy,47,False,59.51
AjcFgEt,36,True,34.94
gvxySEh,17,True,76.11
SimPIwE,97,False,62.89
bOPrmwh,86,False,70.41
QPVgxJT,92,False,88.32
lbAMTUu,75,True,82.84
wrAqYxO,12,True,10.99
tTpLpgQ,4,True,
pvqkXPf,79,True,44.69
,18,True,30.64
XfFLAlm,23,False,55.7
dlEMwTn,11,True,5.36
YFZKwRW,96,False,66.9
KVyFSMD,79,True,92.23
dKQzZMK,86,False,70.41
hBWerZn,58,False,41.79
DZBXUQC,81,False,6.37
VPzLEHk,45,True,56.04
bIQzHqN,45,True,88.94
WfcfwDF,25,False,
musfkFx,71,False,44.52
zOoybFS,86,,57.4
JykbRht,70,True,69.05
AwNkItJ,55,,42.91
SSUDfkr,35,False,81.6
WNouHur,23,True,17.71
bwYbQsJ,57,True,8.88
GtDxFYq,74,,37.35
zZMADzc,72,False,64.96
cRNCRvI,28,True,
,69,False,65.76
SYjRzeX,50,True,94.55
jnrLjlJ,95,True,57.87
TLmxsZw,15,True,32.12
atBisgw,82,True,62.72
SzAnhtK,49,False,98.27
JESTfJz,73,True,54.63
iGdGeZi,65,True,81.1
qSOkjlr,95,True,24.53
wkqKkBK,89,,99.29
AQEdhlj,5,False,19.72
dJBHYHj,5,True,29.32
zWTVfFG,84,False,45.81
rESaYkH,35,True,46.89
GElNDuj,94,True,26.67
rLNWduO,11,False,94.44
vhENSOu,30,False,82.06
YYLrqoG,54,True,74.54
nhFbkSF,3,True,
glTANwa,48,False,93.25
CggjbOb,21,False,6.82
BbIHKno,70,True,89.54
Kdpkfia,33,False,89.62
KpvNVfn,62,True,39.19
kNxngGT,83,True,86.76
jJkNYaR,13,True,51.59
Bnmdmsp,98,False,
aiPOswd,29,True,48.87
BwhtscC,64,False,60.53
dEbJCpu,73,True,26.25
WgjHLyP,68,False,9.52
QetwbHW,91,False,72.57
PVfKOHp,14,False,77.04
,,False,63.0
PLxnzqu,77,False,95.57
hrrseih,57,True,
gqWKSCO,,True,79.09
QnDIZQI,35,True,71.72
hPsheIN,29,True,88.91
sACJPaz,100,False,85.21
jUeTttu,50,True,43.71
kDwkOyi,77,True,81.69
LMLAZQX,4,False,8.78
jgzfLQK,36,True,13.71
ARohQWJ,,False,91.11
SZQGiXY,55,False,39.65
SwGeewF,42,False,84.93
yfUCPOz,70,True,13.52
DukDKhr,93,False,
wLaobXJ,14,False,16.99
XgmyTmZ,26,False,24.16
GAMbpJq,21,True,22.13
Orgsjlx,33,True,76.51
oqnVzcx,,False,74.17
rhewOhx,84,False,88.32
CkMJMyX,73,False,72.24
zEzSnDx,35,False,79.16
wIqfGmf,3,True,98.8
,48,True,35.19
GHCrcpz,23,True,84.45
yRcDvGy,32,False,51.13
slZKEvf,68,True,29.4
DPNTHcz,88,True,
ONatwbc,85,False,16.34
UxxBljX,16,True,47.8
WCgswdo,,False,63.11
rKGYUNS,42,True,42.83
wjDuWpl,57,True,22.11
DvLueZf,11,True,41.48
dAJyRww,3,True,8.34
JyJgDeJ,33,False,42.84
KpxUZXR,5,True,59.46
AFBsuVM,17,True,60.87
cjJyneO,21,False,92.01
,100,False,24.74
NpPAgZJ,11,True,71.64
xDZnzra,30,False,27.48
BdJyOAi,68,True,26.14
LZkHgkF,95,False,61.73
WDdAbwv,12,False,52.09
CISnYgo,29,False,38.66
VmbeVKK,79,False,52.92
NmOytwr,49,True,20.02
oFpUtiD,9,True,56.74
efKmVVW,32,False,40.88
jsQQNNq,62,False,1.19
,15,False,52.63
,60,False,29.17
kohARjH,,,60.97
CDuilXX,17,True,76.67
rFLtdKU,50,,73.0
YgJNksd,79,False,53.48
wSGVhyc,51,False,
,78,True,60.27
ztPElCr,61,False,40.81
zSHlCSj,69,False,30.33
VOdLTiP,43,False,32.37
IhUCSRt,65,True,31.07
HomQjBt,74,True,78.9
trLafFw,61,True,47.28
kutgwEv,7,False,61.96
aXpoBwu,96,False,67.52
YEvTOBw,29,False,38.31
JnHkBCr,61,True,34.25
MqEEWKE,70,False,95.56
,45,False,83.58
qSrzErM,9,False,63.02
xLMZtOT,96,False,52.46
shNrHFi,35,,8.17
pcgMcFS,35,False,95.93
lvfGLBl,52,True,83.02
PpiuUUq,45,False,32.48
CMcEmcw,48,False,97.82
dEGEosR,27,True,
,25,False,52.97
bHxrScU,31,False,11.44
DdKbUGo,3,False,37.82
ODyPakA,57,False,11.06
fjzXeAv,7,True,32.15
,96,False,9.73
yvZIKKL,,False,44.31
vhIGLQz,78,True,73.09
grcOQzt,23,False,7.86
RbiEdfg,81,True,90.79
fLkBUbW,59,True,
,71,True,47.88
ErOWWpI,84,True,61.33
PXgDZfg,37,True,42.0
BRWByQO,34,True,5.08
uDDszqL,13,False,30.97
DIIPewX,60,True,23.67
pOGgElk,1,True,53.9
TjfTcuo,74,True,73.37
pFeTNxX,64,False,31.59
JNXBkwy,44,True,89.29
rJbvhoE,36,True,27.04
,12,True,88.28
cLwZTrq,39,True,8.59
naKCJxV,74,True,62.26
WezQYNs,89,,11.52
IgcgroI,30,False,44.31
ZRcaVFV,88,True,10.38
YbubsTo,93,False,66.04
riYXJwH,87,False,63.09
yPZXHJc,1,False,33.24
ETNtWOX,6,True,83.04
emJMujn,6,True,88.79
BngNOsY,77,True,
YGyAYWg,17,False,88.22
fcRROqZ,5,True,11.62
xLeNqSu,7,True,47.05
LezIkYU,74,True,61.63
sIoyCHd,61,True,95.53
mYAxYpe,6,False,21.35
zwWwlKw,38,,2.11
rqyCRfy,65,False,99.18
avnYaHl,25,True,92.85
dvxTqXX,64,False,73.73
eJEjGcr,24,False,99.3
wmDGBYM,14,False,30.14
LyZiXSV,,True,81.88
LjxYaXg,84,True,62.13
RAeJSWe,49,True,23.64
BPQQSNv,14,False,87.63
rUfOpqS,61,False,6.32
plCBBjb,87,True,40.29
YDfQsdC,39,False,93.61
FpvpHtR,56,False,52.99
EHLsDKi,69,True,49.1
SwbfQjs,12,True,85.35
oqwsbIH,35,True,59.36
KhvHMTZ,49,True,84.33
gsPVsGU,75,True,63.31
qcVBVSL,64,False,89.78
OxNUhLm,22,False,12.09
RPcJZMn,90,False,52.58
QXYoTTg,14,True,67.94
dbbELuW,89,False,19.68
zPfZrAp,21,False,26.12
HgwAeuU,9,False,74.76
SHoiPfx,87,False,15.05
grDrdQk,17,True,75.79
YoOGsSP,53,False,48.5
CFTZJjt,10,True,46.98
jQsphSR,87,False,
EZWjLUH,,False,25.6
vrERQrb,54,True,52.74
DhWSpoA,41,False,67.01
cLgCsyD,34,False,53.45
ryoKOPu,59,True,78.99
IukLnfx,93,True,88.22
IMadbRe,29,False,35.87
PDWdAjo,73,True,21.58
,40,True,89.43
NjJelLT,14,False,42.5
HetxWTT,3,False,61.18
rpTVBdH,30,False,96.12
LWcTWPy,45,False,5.16
MKvmOWn,,False,42.06
IuDfhNb,32,True,27.02
rbLWgds,82,False,82.19
LZNwweD,79,True,69.5
gIYNTAs,25,True,2.43
mJbqlqy,91,False,47.55
,96,False,24.29
mTRSvNc,95,True,45.56
wsamcSN,22,True,59.67
KsUjydC,48,False,86.31
umLxGCG,1,True,28.25
FOvkfPb,69,False,1.38
WafAXrC,58,True,47.1
xxEtXkl,16,False,14.32
mMPdqGX,8,False,73.33
uvEbEnJ,11,,18.77
sWMhzSL,12,True,84.61
wtitQFk,37,True,68.56
KbBRgAS,11,True,15.56
CqIPmyC,34,True,23.32
peexFVU,99,False,89.12
guSYBiL,99,False,98.99
WlsMuzt,46,True,3.83
ZnmkHGi,14,False,99.68
iRCtGrr,49,False,47.51
NghhAoJ,25,True,79.53
WqLPwlY,84,True,45.58
IAluKCN,2,False,87.97
zSvYmHX,40,False,64.17
WccSEMy,38,True,49.39
kGUfnPd,66,False,64.21
nlLxvrS,44,False,59.96
,72,False,91.13
JHQifkw,60,True,73.31
cefsGXe,95,True,61.84
oiRtzOS,34,False,8.78
pbvAPhH,83,True,63.94
lyyJWCh,55,True,99.0
xYLYVas,23,False,92.46
oWqkWsH,10,True,42.61
ynbDoDz,46,False,62.53
fAGnQlE,93,False,73.09
atqnjve,15,True,2.16
lpEEQrt,95,True,88.95
GLusnrk,80,True,78.96
FIVRgsO,,True,37.88
lagYipr,82,,53.91
DvuKGrs,,True,
,20,False,50.61
BZjOoiJ,63,False,19.58
ixtqezm,37,False,4.45
,98,True,95.06
CzODUFs,43,True,66.83
YVztHXL,78,True,13.72
PJiKgBc,25,False,45.2
CYQgljF,81,False,38.13
pckjcoC,,False,57.83
EoIbTiM,4,False,78.71
WJYhhVN,37,True,16.6
DrBtpQX,7,False,92.88
kZgGIrV,11,True,19.07
EHkQLhS,97,True,51.55
,,True,91.15
YJdetTn,58,True,33.21
MLtTTUu,93,False,11.69
zaQLXha,62,True,36.0
siseLjg,22,False,41.68
aLiVJpy,83,True,53.46
QApMtcC,8,False,38.4
VqDvapY,97,False,47.7
vgUlqqG,73,False,37.83
,25,True,65.84
XNdtzLw,69,False,49.86
WsZehyn,4,False,10.05
qgkDpKq,,False,8.46
kfmaLbG,87,False,90.1
EPPNGGs,64,False,15.65
SYmvfLZ,13,False,80.79
NNUzMZl,61,False,87.1
sgNIZPP,13,True,21.05
DmwafvJ,46,True,25.96
PMQiqaD,62,False,50.55
EtIexuP,47,False,81.51
BJceDYR,9,,95.06
Kstdpno,83,False,52.07
Ogkpybf,89,False,25.23
NSVggjl,74,False,4.73
bfOGAgy,66,False,79.68
,31,False,80.08
nDMOOcp,43,False,91.07
SkZsLqz,68,True,93.03
krJNhpv,,False,2.73
ZQyNHin,56,True,26.23
bcpSiNr,65,False,43.79
nOYPWWl,61,False,42.8
VVHDWPS,90,False,67.46
niUHasw,88,True,11.67
VUJVyuI,50,True,60.57
dkNoglU,36,False,88.09
atiCOgT,39,True,52.69
BzNMrcF,82,True,57.83
,2,False,3.8
nmlwBPq,88,True,40.42
XhWXVqx,28,True,92.27
eEkxnjp,18,,67.42
vtlpMNs,91,False,45.57
Cbjcshg,87,True,46.14
xeAKsOA,90,True,46.38
EsZBHRv,100,,81.83
SrczWyQ,8,False,3.12
uBLTunU,69,False,54.68
DgtyOsO,87,True,58.93
iycLXQz,45,False,95.05
VroKpmw,9,True,76.92
jgVIDlL,41,False,41.4
iuafchH,11,True,52.91
qVPVbBW,13,True,88.46
ZoGpeRD,25,True,
KGpZQJq,49,False,3.09
zuowFZU,50,True,78.68
YKacrsC,70,True,36.43
tyWcGIr,56,False,22.97
HynLCsj,21,True,29.39
mdtDVQY,100,,
,36,False,14.47
lJsWngJ,20,True,
DfktZBJ,,True,59.64
zcTUNDc,34,False,5.11
XEskyTN,89,False,82.3
rVMRzbf,35,True,9.92
myZJyEv,27,True,38.11
FRaDqig,43,True,16.57
keIilit,4,False,99.04
xCyBrVs,55,True,33.05
,8,True,59.62
tMwIMBT,91,True,70.66
UTpEekZ,70,False,18.87
hfQvaOZ,17,True,2.47
xfYNTkF,100,False,78.16
CIWGXcC,28,True,97.22
gEPWcEm,54,False,29.38
jOrqHHL,24,True,13.26
QCmpzhy,63,False,61.17
dfKVkpj,46,False,72.05
DxTifAf,,False,35.17
EtFYrDJ,71,,55.59
HQIWQcr,49,True,92.55
dnjKLsX,17,True,35.92
UgrCoXi,63,False,48.98
QzMRnPV,8,False,35.23
aVnukvN,67,True,95.4
MiuXNkI,16,True,86.03
jQiXJLq,76,True,92.11
,30,True,99.58
vqDktGy,,False,88.91
rHwDEqQ,63,False,6.08
kYzrMEb,5,False,58.53
,29,False,34.96
sKWKmdT,52,True,55.06
tqTEfty,89,False,25.37
nnwvthg,65,,4.9
kJPJvnZ,34,,
HuMUOFy,31,False,46.16
XSuwglp,69,False,
UKtZbax,14,False,55.21
aZSuGfM,70,True,58.76
CCMZgKY,68,True,90.62
,32,,47.67
lQaahjE,66,False,44.76
TAvNkhA,52,False,1.43
PDYFRyT,1,True,8.17
aRgNvIw,18,False,27.64
jdenfFI,41,False,85.51
EXBAbPO,88,True,15.76
PTNgPdJ,35,False,68.96
vXmVejG,,False,28.95
mVblpTo,98,False,
SLanYmq,15,False,8.53
xwyzysY,81,True,67.91
EbsdTKD,60,False,74.59
CwpeKob,23,False,58.93
APxikEg,,True,46.9
UdKWmCn,86,,56.15
vtnYekX,26,False,30.06
RhnTcff,79,True,8.44
kjJGiqL,77,True,16.46
DbGyfvN,34,True,81.42
VXmKdaC,62,True,20.3
JqAALdc,65,True,71.18
ZzgEHzq,6,False,93.59
bBFRJyg,5,True,1.03
GAmYOqp,81,True,54.7
EpTxHoA,79,True,42.47
pUbcLkk,91,False,99.72
tAlISkn,78,True,6.38
chpnuBz,87,True,62.62
SiGUSnh,1,True,61.62
tUfnulC,81,False,96.37
JioOfyS,51,False,3.24
OFtxuLH,3,False,58.67
cEpSHHz,,True,40.09
GgUDjOb,6,True,32.52
ljXgQOV,89,True,53.7
IhoShlq,92,,62.72
tlQghXh,91,True,93.45
CKQXpfl,83,True,31.25
ETsoJPP,83,False,5.7
FxjxqPy,54,True,5.74
IADGzRd,68,False,75.12
,42,True,72.92
CJEbpQx,65,True,19.6
morLxUH,79,False,73.64
FhdNfVt,,False,93.23
GBYSULw,19,True,1.71
RJLQses,4,True,73.86
UKVJwWm,15,True,46.18
KcCOvmX,38,True,97.55
TJULsZe,8,True,25.19
rjZVTEE,91,False,24.5
EfZxCLF,55,False,78.72
lpNWXJM,77,False,38.25
LFaZrtt,15,False,34.64
Uaixkrl,25,False,67.7
AeBGrpJ,19,False,50.28
,65,True,82.01
houCrqv,12,True,
GAvLlNo,65,False,16.29
OQUQaPj,50,,47.85
vDPFuIG,63,True,6.75
AZdKlmi,76,True,34.07
zhQsXcb,32,False,57.37
pFOzHXH,19,True,21.98
dwhptmW,47,False,19.64
ymGkbHB,70,False,18.77
fDFpgjg,65,True,90.04
,93,False,16.5
iTydvWu,91,False,62.93
IWsbnyn,55,True,17.41
RkMBBgF,15,True,
DXDWoTx,86,False,40.55
TzLatfF,57,False,3.19
jHCkEwa,44,False,50.69
qRiNCDJ,20,True,65.58
MNnpvnp,5,True,1.48
ycBkXaO,95,True,9.1
OKxIwkh,51,False,43.88
ksCzyZO,38,False,20.54
TXNGccQ,64,False,23.37
NFRapJq,40,True,30.16
oabngCj,48,True,32.8
jXFdFJg,24,False,98.25
,34,False,91.63
oWPLmYW,37,False,58.3
SdaKTiB,59,False,94.54
ssGdSTz,100,True,13.17
iTgpYOa,48,False,89.79
MasNGsK,79,False,2.91
uoVcRwT,92,True,43.12
apDTQca,31,False,30.01
znYBJRZ,21,True,49.66
,95,False,8.17
xrbdftH,34,True,38.54
jLjjmNR,46,True,17.73
PxNevvg,40,False,94.55
sQwdPIv,73,True,
KUavFxk,86,False,44.33
RrwExag,86,True,51.81
EpdKtja,44,True,90.44
DTwgLRs,26,False,39.12
VtUBSku,23,False,32.23
hKmrFaW,59,False,5.72
iEtujyJ,37,False,22.86
tLwVtdc,63,False,71.25
nPqtIdn,13,True,23.96
UDxXycE,53,True,75.18
iJgfJUC,67,True,9.56
KDFLRUU,12,True,74.89
NraOQYt,77,False,39.89
PBuYWto,96,True,45.59
goiIYNm,27,False,76.32
hMFHTAq,74,True,68.43
eqWbjjL,98,True,52.87
jBNvUcA,2,,
jejtdcv,39,False,63.64
SQodCAv,87,True,47.17
vVTxRib,82,True,60.78
foIPpOU,12,False,35.54
RfBBYOH,35,,56.79
TWcepHo,7,False,26.0
duvyxFu,57,False,67.35
uigYqiC,82,True,61.99
pYJwWTQ,50,True,20.88
ceerMMk,100,False,
ynvsxbN,95,True,35.95
uOYfWSu,87,True,
azeFDEw,56,True,61.18
zPpOEQD,61,True,94.65
cafCbqG,,,50.87
HsyjRbT,5,False,14.02
AHrnziT,47,False,35.93
IggcnBm,36,True,
YBhotOI,65,False,22.46
LleEniq,23,False,16.46
vfGKCuA,33,False,77.56
uZcpSXt,61,False,73.1
TYYktJc,1,False,37.51
JLuLCrq,18,False,84.64
aXPMzxR,27,,56.04
KklqWOz,22,False,10.27
yiUxxyj,60,True,57.96
tIUSMyA,37,True,18.44
gSjyYGN,69,False,9.5
lBDHbxS,71,True,87.65
Vjotupf,65,True,75.85
VcwFPsh,19,,17.86
Blefmpw,14,False,90.57
jxNUjvp,58,False,39.45
dsclRuB,66,True,
kpSxPou,36,False,12.97
SWOpfcJ,68,True,29.28
jUsVKtE,4,,79.96
TYpjXrw,74,True,98.39
HhyuLOs,54,True,15.02
QZukUqv,100,False,43.61
PXZOYED,81,False,32.89
NfKKbTH,71,True,28.36
LAqcvoI,37,False,6.25
KApqblh,100,True,56.03
WcsdaXE,10,True,70.1
GmWXoLo,59,True,53.18
hesUJTs,,True,57.85
NtFAfJN,48,False,77.04
EpDILab,76,,72.25
UHMeIiS,13,True,17.03
qnkVTTm,33,True,3.12
,26,True,2.2
KVXjKRd,26,False,90.37
OZMxQoz,63,True,50.51
ELbSnOd,41,True,21.3
JpkwMvA,59,False,65.33
pztxNEg,31,True,23.74
VPPusEy,74,True,14.2
NsDnCuT,23,False,65.61
oAPimQo,87,True,91.44
uIMPaLN,84,False,84.08
WVDXGVZ,46,False,48.92
aoJmhOI,51,,73.61
sFCXIYe,32,False,19.99
tUWwWkf,63,True,68.6
EEXAIVb,80,False,11.87
aDRYRoA,17,True,31.14
uhmvRKO,68,True,80.97
JzXoePC,9,False,33.48
PDejjSX,52,False,17.79
ayZmGTy,66,True,62.34
WvpRrMQ,86,False,30.92
yasEUxw,21,True,14.3
govtlfO,51,True,8.69
fYsPiJu,49,True,97.27
HAnIMYG,2,False,50.78
dAVNQjh,49,False,36.32
fehNOAx,2,True,50.89
jAyTwRx,93,True,59.44
hQmHOxF,20,False,16.5
QLShVMT,59,True,16.24
syKhmjc,94,False,79.44
FNcTsKf,9,True,93.57
laUWmja,93,False,11.38
xHWvntT,53,,35.93
PrvMfRP,62,True,22.6
GhHQgTD,49,True,99.06
NvQeshQ,84,True,42.7
iPlOcPq,36,False,39.85
YfxzjId,64,True,93.93
vOAMtkt,78,False,78.75
,15,False,1.98
HKAqVxz,57,False,78.9
tAaWMYW,78,True,75.75
xVYuXEH,83,True,18.24
,,True,33.22
UAuDKQi,46,True,10.55
PCgqIKL,7,False,69.24
sjgvMRZ,8,True,47.35
FWDHfPG,64,True,68.58
NKhrAzQ,37,False,6.83
FknttQt,70,True,10.97
ztMUBPv,52,True,19.65
mWcBUVD,65,True,45.6
mvCyAXJ,88,False,58.67
kMHBuVE,88,False,91.42
,59,True,
gbNLrbt,22,,68.8
cofoPXr,64,False,3.19
qCHlfdt,54,True,89.58
WglWXiP,59,,93.0
AcPtsZx,,True,84.05
TvidmwW,23,False,18.74
HbbadBr,8,False,98.7
eMqmIiO,100,False,70.07
RyIADCQ,66,False,53.08
NQmIyet,53,True,72.23
lrvaYXM,89,False,12.63
MhfCUSY,67,True,72.22
NYVeZJz,70,False,1.7
EXrtBOO,45,True,31.57
Hxbkxmp,44,False,33.75
LcAgWhp,98,False,72.19
NSuZWoX,81,,7.07
,35,False,19.15
XxnCPgO,45,True,13.68
ilgkBel,25,True,14.04
qAvTKHs,90,False,90.79
YOCLnXI,93,False,55.95
